Market Name,Address Line 1,City,Zip,Market Link,Operation Hours,Operation Season,Latitude,Longitude
Ditmars Park Youthmarket,22-00 Steinway St.,Queens,11105,http://www.grownyc/youthmarket,Saturday  9am-4pm,July 9-November 19,40.77165,-73.90699
Edgemere Farm Stand,385 Beach 45th Street,Queens,11691,http://www.edgemerefarm.org,Saturday  9am-1pm,May 7-October 29,40.59536,-73.77654
Elmhurst Hospital Greenmarket,41st Ave and 80th St,Elmhurst,11373,http://www.grownyc.org,Tuesday  8am-4pm,June 7-November 22,40.7458,-73.88548
Far Rock Farm Stand,385 Beach 45th Street,Far Rockaway,11691,http://bedstuyagainsthunger.org,Saturday  10am-2pm,June 18-November 19,40.595287,-73.776572
Forest Hills Greenmarket,106-28 Queens Blvd.,Queens,11375,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,40.72193,-73.84676
Harvest Home City Line Farmers' Market,Liberty Ave and 101st Ave,Brooklyn,11208,http://www.harvesthomefm.org,Saturday  8am-4pm,July 9-November 19,40.67922,-73.86376
Jackson Heights Greenmarket,34th Ave and 78th St,Jackson Heights,11372,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,40.75334,-73.88876
Jamaica Friday Farmers' Market,160th St and Jamaica Ave,Jamaica,11432,http://www.downtoearthmarkets.com,Friday  8:30am-4pm,June 17-November 18,40.70374,-73.79914
Jamaica Saturday Farmers' Market,160th Street and Jamaica Avenue,Queens,11432,http://www.downtoearthmarkets.com,Saturday  8:30am-4pm,June 18-November 19,40.70374,-73.79914
Joseph Addabbo FHC Farmers' Market,6200 Beach Channel Dr,Arverne,11692,http://www.addabbo.org,Saturday  8am-2pm,July 9-November 19,40.59322,-73.79174
Pomonok Community Farmers' Market,67-09 Kissena Blvd,Flushing,11365,http://www.facebook.com/QCHFarmersMarket,Wednesday  9am-6pm,June-November 30,40.73513,-73.8141
Queens Botanical Garden Farmers' Market,Main St and Dahlia Ave,Flushing,11355,http://www.downtoearthmarkets.com,Friday  8:30am-4pm,June 17-November 18,40.75186,-73.82636
Queens County Farm Museum Farm Stand,73-50 Little Neck Parkway,Queens,11004,http://www.queensfarm.org,"Wed-Fri  11am-3pm, Sat/Sun  11am-5pm",May 18-November 6,40.74818,-73.72124
Queens Hospital Center Farmers' Market,82-68 164th St,Jamaica,11432,,Thursday  8am-4pm,July 14-November 17,40.71753,-73.80373
Queens Hospital Center Farmers' Market II,114-02 Guy R Brewer Blvd,Queens,11434,,Thursday  8am-4pm,July 14-November 17,40.68851,-73.78588
Ridgewood Youthmarket,Myrtle Ave and Cypress Ave,Ridgewood,11385,http://www.grownyc.org/youthmarket,Saturday  8am-4pm,July 9-November 19,40.70011,-73.90619
Rockaway Youthmarket,58-00 Beach Channel Drive,Arverne,11692,http://www.grownyc.org/youthmarket,Saturday  9am-3pm,July 9-November 19,40.59454,-73.78811
Socrates Sculpture Park Greenmarket,Vernon Blvd and Broadway,Astoria,11106,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,June 4-November 19,40.76769,-73.93618
Sunnyside Greenmarket,Skillman Ave and 42nd St,Sunnyside,11104,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,40.74694,-73.92139
Brunswick Farmers' Market,18 Keyes Lane,Brunswick,12180,http://www.townofbrunswick.org,Tuesday 5pm-8pm,June 21-August 23,42.75296,-73.61916
Capital Roots Produce Market,594 River Street,Troy,12180,http://www.capitalroots.org,Mon-Fri  9:30am-4:30pm,Year-round,42.74208,-73.68525
East Greenbush Farmers' Market,10 Community Way,East Greenbush,12061,http://www.eastgreenbushlibrary.org,Wednesday  4pm-7pm,June 15-October 5,42.619083,-73.695351
Farm to Preschool IV Farmers' Market,754 4th Ave,Troy,12182,http://www.cdcccc.org,Wednesday  1:30pm-4:30pm,June 15-September 28,42.78096,-73.67137
Krugs Brookside Farm Stand,2302 East Schodack Rd.,East Schodack,12063,,"Tue-Fri  9am-7pm , Saturday  9am-5pm, Sun-Mon  9am-4pm",April 1-December 31,42.561548,-73.640533
North Greenbush Farmers' Market,95 Williams Rd,North Greenbush,12180,http://www.townofng.com,Thursday  2:30pm-6pm,June 9-September 8,42.69013,-73.67672
Troy Waterfront Farmers' Market,282 River St,Troy,12180,http://www.troymarket.org,Saturday  9am-2pm,May 7-October 29,42.73214,-73.6905
Troy Waterfront WINTER Farmers' Market,49 4th Street,Troy,12180,http://www.troymarket.org,Saturday  9am-2pm,November 1-April 30,42.73196,-73.68893
Veggie Mobile Sprout-Barker Park,3rd and State St.,Troy,12180,http://www.capitalroots.org,Tue 11:30am-12pm,Year-round,42.73006,-73.69055
Veggie Mobile Sprout-Blooming Grove Sr Housing,105 Bloomingrove Drive,Troy,12180,http://www.capitalroots.org,Tue 12:30pm-1pm,Year-round,42.68802,-73.68097
Veggie Mobile Sprout-Burns Apts,720 Federal Street,Troy,12180,http://www.capitalroots.org,Thu  12:30pm-1:15pm,Year-round,42.733148,-73.684555
Veggie Mobile Sprout-Church of the Redeemer,1249 3rd Street,Rensselaer,12180,http://www.capitalroots.org,Thu 3pm-3:45pm,Year-round,42.65038,-73.73443
Veggie Mobile Sprout-Edward A. Kane Apts,5 115th Street,Rensselaer,12182,http://www.capitalroots.org,Tue 11am-11:30am,Year-round,42.7748,-73.67761
Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street,Troy,12182,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,42.77277,-73.67227
Veggie Mobile Sprout-Mayor John Warden Apts,85 Aiken Ave,Rensselaer,12144,http://www.capitalroots.org,Tue 2:15pm-3pm,Year-round,42.63326,-73.73991
Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave.,Troy,12180,http://www.capitalroots.org,Wed 3:30-4:15pm,Year-round,42.73436,-73.68587
Veggie Mobile Sprout-Patroons  Dorp,fowler ave and first street,Rensselaer,12144,http://www.capitalroots.org,Tue 3:15pm-4pm,Year-round,42.65482,-73.73432
Veggie Mobile Sprout-Public Library Sr. Ctr,1501 Broadway,Rensselaer,12144,http://www.capitalroots.org,Thu 2pm-2:45pm,Year-round,42.65514,-73.73516
Veggie Mobile-Kennedy Towers Apts,2100 6th Avenue,Troy,12180,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,42.73471,-73.68416
Veggie Mobile-Renwyck Place,18 4th Ave,Troy,12180,http://www.capitalroots.org,Thu 11:30am-12pm,Year-round,42.73315,-73.68824
Veggie Mobile-Van Rensselaer Heights,460 Forbes Avenue,Rensselaer,12144,http://www.capitalroots.org,Thu 10:45am-11:15am,Year-round,42.65924,-73.72879
Saint George Greenmarket,St Marks Pl and Hyatt St,Staten Island,10301,http://www.grownyc.org/greenmarket,Saturday  8am-2pm,Year-round,40.64159,-74.07791
Staten Island Mall Greenmarket,2655 Richmond Ave,Staten Island,10314,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,June 4-November 19,40.58199,-74.16607
Haverstraw Farmers' Market,New Main St and Maple Ave,Haverstraw,10927,,Sunday  9am-1pm,June 12-October 9,41.19639,-73.96645
Nyack Farmers' Market,Main St and Franklin St,Nyack,10960,http://www.nyackchamber.org,Thursday  8am-2pm,April 7-November 23,41.09154,-73.9216
Nyack WINTER Farmers' Market,"58 Depew Ave,, NY",Nyack,10960,http://www.nyackchamber.org,Thursday  8am-2pm,December 1-April 30,41.089496,-73.919311
Piermont Farmers' Market,Ash St and Piermont Ave,Piermont,10968,http://www.downtoearthmarkets.com,Sunday  9:30am-3pm,May 22-November 20,41.04136,-73.91642
Ramapo Farmers' Market,New York 45 and North Side Plaza,Pomona,10970,http://www.ramapoparks.org,Sunday  9am-4pm,July 10-October 9,41.1636,-74.03411
Spring Valley Farmers' Market,32 N. Main Street,Spring Valley,10977,,Wed  8am-3pm,June 29-November 30,41.113281,-74.044617
Suffern Farmers' Market,Orange Ave & Lafayette Ave,Suffern,10901,http://www.suffernfarmersmarket.wordpress.com,Saturday  8:30am-1pm,May 7-October 29,41.11636,-74.154625
West Haverstraw Farmers' Market,40 New Main Street,West Haverstraw,10927,http://www.voh-ny.com/farmers.htm,Sunday 9am-1pm,June -October,41.19644,-73.96592
Arnold's Farm Fresh Produce Farm Stand,1319 Sacandaga Rd,West Charlton,12010,http://www.arnoldsproduce.com,"Sun-Thu  10am-6pm, Fri/Sat  9am-7pm",June 1-October 31,42.97177,-74.02945
Ballston Spa Farmers' Market,Front St and Low St,Ballston Spa,12020,http://www.ballston.org,"Saturday  9am-12pm, Thursday  3pm-6pm",June 9-October 8,43.00256,-73.84964
Clifton Park Farmers' Market,912 State Route 146,Clifton Park,12065,http://www.saratogafarmersmarket.org,Thursday  2pm-5pm,July 7-October 27,42.866,-73.79782
Gansevoort Farmers' Market,Main St. at Catherine St.,Gansevoort,12831,,Thursday  3pm-6pm,June 9-October 27,43.19612,-73.65167
Greenfield Center Farmers' Market,428 Middle Grove Rd,Middle Grove,12850,http://greenfieldhistoricalsociety.com/farmers-market,Friday  4pm-7pm,June 24-September 9,43.090317,-73.916441
Poverty Acres Farm Farm Stand,129 Hop City Rd.,Ballston Spa,12020,,Daily  9am-5pm,July 15-October,42.95105,-73.91653
Route 50 Green Market,802 Saratoga Rd.,Burnt Hills,12027,,Saturday  9am-1pm,June 11-October 1,42.90853,-73.89973
Saratoga Farmers' Market,High Rock Ave and York Street,Saratoga Springs,12866,http://www.saratogafarmersmarket.com,"Saturday  9am-1pm, Wednesday  3pm-6pm",May 7-October 29,43.08552,-73.78121
Saratoga WINTER Farmers' Market,65 South Broadway,Saratoga,12866,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9am-1pm,November 5 - April 29,43.06464,-73.79044
South Glens Falls Farmers' Market,64 Spring St,South Glens Falls,12803,,Monday  10am-1pm,June 6-October 24,43.30035,-73.63221
Town of Galway Farmers' Market,5078 Sacandaga Road,Galway,12074,http://www.galwayfarmersmarket.org,Friday  3pm-6pm,June 17-September 30,43.00913,-74.03011
Farm to Preschool I Farmers' Market,44 Washington Ave,Schenectady,12305,http://www.cdcccc.org,Tue.  2:30pm-5:30pm,June 14-September 27,42.81645,-73.9492
Farm to Preschool II Farmers' Market,125 Bigelow Ave,Schenectady,12304,http://www.cdcccc.org,Thursday  2pm-4:30pm,June 16-September 29,42.79534,-73.92505
Roots & Wisdom Youth Market,Fehr and Central Park Rd.,Schenectady,12304,http://cceschenectady.org/agriculture/roots-wisdom,Thursday 3pm-5pm,July-mid August,42.79346,-73.91424
Schenectady City Hall Farmers' Market,Franklin St and Jay St,Schenectady,12305,http://www.schenectadyfarmersmarket.com,Thursday  9:30am-1:30pm,May 12-November 24,42.81378,-73.94032
Schenectady Greenmarket,Franklin St and Jay St,Schenectady,12305,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,May 1-October 30,42.81372,-73.94015
Schenectady Saint Luke's Farm Stand,1241 State St,Schenectady,12304,http://www.schenectadyfarmersmarket.com,Tuesday  10am-1pm,July 5-October 25,42.79894,-73.92413
Schenectady WINTER Greenmarket,432 State St.,Schenectady,12305,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,November 1-April 24,42.812373,-73.941802
Upper Union St. Farmers' Market,1760 Union St,Niskayuna,12309,https://www.facebook.com/UpperUnionStreetFarmersMarket,Saturday  9am-1:30pm,May 7-October 29,42.8022,-73.8992
Veggie Mobile-Father Leo Obrien,3151 Marra Lane,Schenectady,12303,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,42.76062,-73.94004
Veggie Mobile-Hometown Health Ctr,1044 State Street,Schenectady,12307,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,42.8014,-73.9278
Veggie Mobile-Summit Towers,720 Albany street,Schenectady,12307,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,42.80923,-73.93822
Veggie Mobile-Ten Eyck Apts,375 Broadway,Schenectady,12305,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,42.80919,-73.94511
Barber Family Farm Farm Stand,3617 State Route 30,Fulton,12122,http://www.barbersfarm.com,"Daily  9am-5:30pm, Jan-May  Sa/Su 9a-1p",Year-round,42.58123,-74.39189
Parsons Vegetable Farm,756 US Highway 20,Sharon Springs,13459,,Daily  10am-7pm,July 1-December 25,42.78332,-74.60004
Schoharie Co. Festival Farmers' Market,942 East Main St,Cobleskill,12043,,"Saturday  10am-2pm , Wed  3pm-5pm",July 9-October 8,42.67886,-74.46711
Schoharie Valley Farms,5605 State Route 30,Schoharie,12157,http://www.schoharievalleyfarms.com/,Daily 9am-6pm,March 1-December 24,42.68477,-74.29692
Sharon Springs Farmers' Market,Main Street and Washington Street,Sharon Springs,13459,http://sharonspringschamber.com/sharon-springs-farmers-market-2/,Saturday  9am-1pm,June-September,42.79545,-74.61721
Montour Falls Farmers' Market,300 West Main Street,Montour Falls,14685,,Thursday  4pm-7pm,May 5-October 27,42.34629,-76.84783
Watkins Glen Farmers' Market,Fifth St and Porter St,Watkins Glen,14891,https://www.facebook.com/Watkins-Glen-Farmers-Market-132465933495746/,Friday  3pm-7pm,May 27-October 28,42.38096,-76.86954
Watkins Glen WINTER Farmers' Market,316 East Fourth Street,Watkins Glen,14891,http://www.facebook.com/pages/Watkins-Glen-Farmers-Market/132465933495746,Friday  2:30pm-6pm,November 4-February 24,42.38204,-76.86855
Seneca Falls Farmers' Market,Water St and Bridge St,Seneca Falls,13148,,Wednesday  9am-1:30pm,June 8-October 12,42.90412,-76.80005
Canton Farmers' Market,Main St and Park St,Canton,13617,http://www.cantonnychamber.org,Tue/Fri  9am-2pm,May 13-October 28,44.59564,-75.16921
Gouverneur Farmers' Market,Church St and John St,Gouverneur,13642,http://www.gouverneurchamber.net,Thursday  9am-2pm,June 9-October 20,44.33524,-75.46764
Hammond Farmers' and Artisans Market,Hammond Museum,Hammond,13646,https://www.facebook.com/thehammondfarmersmarket,Wednesday  3pm-6pm,June 29-September 28,44.44895,-75.69412
Martin's Farm Stand,11 Needham Rd.,Potsdam,13676,http://martinsfarmstand.com,Mon-Sat  10am-6pm,May 9-November 19,44.67107,-74.90401
Massena Farmers' Market,345 E Orvis St,Massena,13362,,"Mon/Thu/Fri/Sun  , 10am-5pm",July 6-October 31,44.93605,-74.87095
Potsdam Main Street Farmers' Market,Main St and Union St,Potsdam,13676,http://potsdamfm.wix.com/potsdamfarmersmarket,Sat/Wed  9am-2pm,May 14-October 30,44.66865,-74.98493
Whitten Family Farm Stand,1101 County Road 49,Winthrop,13697,http://www.whittenfamilyfarm.com,Mon/Tue  2pm-5pm,May 27-September 6,44.74885,-74.75351
Whitten Mobile Market-Apt to Travel Agency,36 Main St.,Potsdam,13676,,Tuesday  3pm-5pm,June 28-September 20,44.6687,-74.98355
Whitten Mobile Market-Health Hub,211 Park St.,Tupper Lake,12986,,Friday  3pm-6pm,June 24-September 23,44.22445,-74.45898
Whitten Mobile Market-Laurel Ave Sr Housing,Laurel Ave,Massena,13662,,Thursday  2pm-3:30pm,June 30-September 22,44.92833,-74.88923
Bath Saturday Farmers' Market,Steuben St and Liberty St,Bath,14810,,Saturday  9am-2pm,May 7-October 29,42.33353,-77.31842
Bath Wednesday Farmers' Market,Steuben St and Liberty St,Bath,14810,,Wednesday  9am-3pm,May 4-October 26,42.33353,-77.31842
CCA Bath Farm to PreSchool,36 East Morris Street,Bath,14810,,Monday  2:30pm-5:30pm,July 7-September 29,42.33227,-77.31501
CCA Corning Farm to PreSchool,428 Watauga Ave,Corning,14830,,Wednesday  2:30pm-5:30pm,July 6-September 28,42.13571,-77.03831
CCA Hornell Farm to PreSchool,233 Main Street,Hornell,14843,,Tuesday  2:30pm-5:30pm,July 5-September 27,42.32554,-77.65605
Corning Farmers' Market,Centennial Park East Tioga Ave,Corning,14830,http://www.gafferdistrict.com,Thursday  10am-3pm,June 9-October 27,42.1443,-77.05339
Corning WINTER Farmers' Market,1 West Market Street,Corning,14830,http://www.facebook.com/corningwinterfarmersmarket,1st & 3rd Saturdays  11am-3pm,November 5-April 15,42.14351,-77.05495
Hornell Farmers' Market,30-32 Broadway Mall,Hornell,14843,http://facebook.com/hornellfarmersmarket,Thursdays  12pm-4pm,June 2-August 25,42.32558,-77.66094
Painted Post Farmers' Market,277 Steuben Street,Painted Post,14870,http://www.facebook.com/paintedpostfarmersmarket,Saturday  10am-2pm,June 4-October 29,42.16242,-77.09126
Painted Post WINTER Market,227 Steuben Street,Painted Post,14870,http://www.facebook.com/paintedpostfarmersmarket,alt Sat  11am-3pm,Nov 12-April 22,42.16067,-77.09283
Amityville Farmers' Market,21 Ireland Place,Amityville,11701,,Friday  2pm-7pm,June 3-November 18,40.67742,-73.41858
Babylon Village Farmers' Market,Grove and N. Carl Ave,Babylon,11702,http://www.longislandfarmersmarkets.com,Sunday  8am-1pm,June 5-November 20,40.69954,-73.32597
Bridgehampton Hayground Farmers' Market,151 Mitchells Lane,Bridgehampton,11932,https://www.facebook.com/pages/Hayground-School-Farmers-Market/159768760730144,Friday  3pm-6:30pm,May 20-September 30,40.94127,-72.314546
East Hampton Farmers' Market,136 North Main St,Easthampton,11937,,Friday  9am-1pm,May 27-September 2,40.97017,-72.18133
Flanders Farm Fresh Youth Market,655 Flanders Rd,Flanders,11901,http://www.southamptontownny.gov,Saturday  10am-1pm,July 2-October 22,40.90867,-72.63666
Free's Farm Stand at Brentwood,1725 Brentwood Ave.,Brentwood,11717,http://www.familyres.org,Tue/Thu  12pm-4pm,June 1-October 31,40.77236,-73.24615
Greater Bellport Community Youth Market,471 Atlantic Avenue,Bellport,11713,https://www.soilmate.com/markets/greater-bellport-community-youth-market#listing-tabs=hours,Saturday  10am-4pm,July 9-October 29,40.77519,-72.94828
Greenport Farmers' Market,170 South St,Greenport,11944,http://www.greenportfarmersmarket.com,Saturday  9am-1pm,May 28-October 8,41.103267,-72.361801
Hampton Bays Farmers' Market,165 Ponquogue Ave,Hampton Bays,11946,http://www.stmaryshb.org,Saturday  9am-1pm,May 28-September 3,40.8593,-72.51301
Huntington Village Farmers' Market,State Route 110 and Main St,Huntington,11743,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,May 29-November 20,40.87121,-73.42629
Islip Farmers' Market,655 Main Street,Islip,11751,http://www.longislandgrowersmarket.com,Saturday 7am-12pm,May 28-November 19,40.72975,-73.21077
Kings Park Farmers' Market,1 E. Main St.,Kings Park,11754,http://www.ligreenmarket.org/,Sunday  9am-2pm,June 5-November 20,40.88422,-73.25243
Marks of Excellence Farmers' Market,455 Albany Ave,Amityville,11701,http://www.childcarenassau.org,Thursday  3pm-6pm,June 30-September 29,40.69899,-73.40921
Montauk Farmers' Market,742 Montauk Hwy,Montauk,11954,https://www.facebook.com/montaukfarmersmarket,Thurs  9am-2pm,June 6-September 30,41.03436,-71.94424
Nesconset Plaza Farmers' Market,127 Smithtown Boulevard,Nesconset,11767,http://www.ligreenmarket.org,Saturday  9am-1pm,June 4-November 19,40.83764,-73.15999
Patchogue #1 Farmers' Market,1201 Montauk Hwy,East Patchogue,11772,http://www.longislandgrowersmarket.com,Friday  8am-1pm,July 8-November 4,40.76664,-73.00872
Patchogue #2 Farmers' Market,210 S. Ocean Ave.,Patchogue,11772,http://www.longislandgrowersmarket.com,Sunday  9am-1pm,May 29-November 20,40.76165,-73.01337
Port Jefferson Farmers' Market,State Route 25A and State Route 112,Port Jefferson,11776,http://www.longislandgrowersmarket.com,Thursday  10am-4:30pm,July 8-September 29,40.93177,-73.05283
Rocky Point Farmers' Market,Broadway and Prince Rd,Rocky Point,11778,,Sunday  8am-1pm,May 8-November 20,40.94927,-72.92391
Shiloh Community Youth Farmers' Market,221 Merritt Ave,Wyandanch,11798,http://www.wyandanchcdc.org,Saturday  1pm-4pm,July 9-October 1,40.75311,-73.36709
Tanger Outlets Farmers' Market,152 The Arches Circle,Deer Park,11729,http://www.eatlocallongisland.com,Saturday  10am-3pm,June 4-November 5,40.76401,-73.30346
Taste NY LI Welcome Center Farmers' Market,Exit 52 Long Island Expressway,Dix Hills,11746,http://www.ligreenmarket.org,"Saturday  9am-2pm, Sunday  11am-5pm",October 1-November 20,40.81753,-73.39598
Callicoon Farmers' Market,A Dorrer Dr,Callicoon,12723,http://callicoonfarmersmarket.org/,Sunday  11am-2pm,May 1-October 30,41.76559,-75.05797
Callicoon WINTER Farmers' Market,8 Creamery Road,Callicoon,12723,http://callicoonfarmersmarket.org/,Sunday  11am-2pm,November 6-April 30,41.76418,-75.05712
Liberty Farmers' Market,91 S. Main St,Liberty,12754,http://www.catskillmountainkeeper.org,Friday  4pm-7pm,May 27-October 28,41.79832,-74.74473
Monticello Farmers' Market,10 Jefferson St.,Monticello,12790,http://www.catskillmountainkeeper.org,Monday  11am-2pm,June 27-October 10,41.65754,-74.69302
Rock Hill Farmers' Market,223 Rock Hill Drive,Rock Hill,12775,http://www.rockhillfarmersmarket.com,Saturday  10am-1pm,June 4-September 24,41.62515,-74.59634
Root 'N Roost Farm Stand,68 Mineral Springs Road,Livingston Manor,12758,http://www.rootnroost.com,Fri-Sun  10am-7pm,May 20-October 28,41.8011,-74.82248
Roscoe Farmers' Market,10 Union Street and Route 17,Roscoe,12776,,Sunday 10am-2pm,May 8-October 16,41.93306,-74.91377
Candor Farmers' Market,101 Owego Rd,Candor,13743,http://www.candorfarmersmarket.org/,Thursday  3:30pm-6:30pm,June 9-September 29,42.23249,-76.33317
Our Green Acres Farm Stand,3965 Waverly Rd.,Owego,13827,http://www.ourgreenacres.com,"Mon-Fri  9:30am-6pm, Saturday 9:30am-5pm, Sunday  11am-5pm",June 1-November 1,42.097588,-76.28106
Owego Marketplace Farmers' Market,200-204 Front Street,Owego,13827,http://www.owego.org/farm-to-fork,Thursday  4pm-8pm,June 16-September 29,42.10242,-76.26011
Seven Counties Farmers' Market,Main St and Central Ave,Owego,13827,,Tue/Fri  9am-1pm,June 17-October 28,42.10324,-76.26314
Spencer-Van Etten Farmers' Market,Owego Street Ext and N Main St,Spencer,14883,,Saturday  9am-12:30pm,June 4-September 24,42.21138,-76.49267
Terry's Berry Farm stand,284 Church Street,Barton,13734,http://www.localharvest.org/terrys-berry-farm-M65646,Saturday  9am-5pm,June 11-October 8,42.03167,-76.37274
Waverly Farmers' Market,Broad st and Waverly St,Waverly,14892,https://www.facebook.com/WaverlyFarmersMarketMonday/timeline?ref=page_internal,Tuesday  3pm-6pm,June 20-September 26,42.00108,-76.54003
Brooktondale Farmers' Market,522 Valley Rd,Brooktondale,14817,,Tuesday  4pm-7pm,June 7-September 27,42.38092,-76.39357
Dryden Farmers' Market,65 West Main St. (actual google address for Agway),Dryden,13053,,Saturday  9am-1pm,June 18-October 29,42.490184,-76.303993
Ithaca Farmers' Market (Dewitt Park),North Cayuga St and East Buffalo St,Ithaca,14850,http://www.ithacamarket.com,Tuesday  9am-2pm,May 3-October 25,42.44131,-76.49911
Ithaca Farmers' Market (East Hill),380 Pine Tree Road,Ithaca,14850,http://www.ithacamarket.com,Wednesday  4pm-7pm,June 1-October 26,42.4385,-76.46559
Ithaca Farmers' Market (Steamboat),545 Third Street,Ithaca,14850,http://www.ithacamarket.com,"Saturday  9am-3pm, Sunday  10am-3pm, Thu nights Jul-Sep",April 2-December 17,42.44958,-76.50785
Ithaca WINTER Farmers' Market,700 West Buffalo St.,Ithaca,14850,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 9-March 26,42.44097,-76.51093
Trumansburg Farmers' Market,State Route 96 and State Route 227,Trumansburg,14886,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 11-October 26,42.54224,-76.66579
Caradonna Farm Stand,798 Lattintown Road,Milton,12547,,Daily 9am-6pm,May 1-October 31,41.65546,-74.00413
Ellenville Farmers Market,Market and Center Streets,Ellenville,12428,https://www.facebook.com/Ellenville-Farmers-Market-130898950326230/,Sunday  10am-2pm,June 19-October 30,41.71607,-74.39407
Heart of the Hudson Valley Farmers' Market,1801-1805 Rt 9W Milton,Milton,12547,http://www.hhvfarmersmarket.com,Saturday  9am-2pm,June 25-October 8,41.65383,-73.964683
Kingston Farmers' Market,Wall St and John St,Kingston,12401,http://www.kingstonfarmersmarket.org,Saturday  9am-2pm,May 7-November 19,41.93384,-74.01968
Kingston WINTER Farmers' Market,272 Wall Street,Kingston,12401,http://www.kingstonfarmersmarket.org,Alternate Saturdays  10am-2pm,December 3-April 22,41.93286,-74.01884
Kingston YMCA Farm Proj. MM Health Alliance,80 Marys Ave,Kingston,12401,http://www.kingstonymcafarmproject.org,Tuesday  3pm-4pm,June 14-September 13,41.922141,-73.998347
Kingston YMCA Farm Proj. MM Library,55 Franklin Street,Kingston,12401,http://www.kingstonymcafarmproject.org,Tuesday  5:15pm-6:30pm,June 14-September 13,41.92979,-74.01071
Kingston YMCA Farm Proj. MM Yosman Towers,295 Broadway,Kingston,12401,http://www.kingstonymcafarmproject.org,Tuesday  4:15pm-5pm,June 14-September 13,41.92463,-73.99039
Kingston YMCA Farm Stand,507 Broadway,Kingston,12401,http://www.kingstonymcafarmproject.org,Thursday  3:30pm-6pm,June 2-October 27,41.92776,-74.00109
New Paltz Winter Farmers' Market,3 Veterans Dr.,New Paltz,12561,http://www.thefarmbridgeshares.com/new-paltz-winter-market/,2nd Saturday  10am-3pm,December-April,41.756713,-74.081117
Rosendale Farmers' Market,408 Main Street,Rosendale,12472,http://www.facebook.com/pages/Rosendale-Farmers-Market/232869283220,Sunday  10am-2pm,June 5-October 30,41.84418,-74.08215
Rosendale WINTER Farmers' Market,1055 State Route 32,Rosendale,12472,http://www.facebook.com/pages/Rosendale-Farmers-Market/232869283220,2nd Sundays  10am-2pm,December-April,41.842373,-74.075752
Saugerties Farmers' Market,115 Main St,Saugerties,12477,http://saugertiesfarmersmarket.com/,Saturday  10am-2pm,May 28-October 29,42.07899,-73.94896
South Pine Street City Farm,27 South Pine Street,Kingston,12401,http://southpinestreetcityfarm.org,Mon/Wed/Fri  3pm-7pm,May 30-November 23,41.9237,-74.01066
Woodstock Farm Festival Farmers' Market,6 Maple Ln,Woodstock,12498,http://www.woodstockfarmfestival.com,Wed  3:30pm-dusk,June 1-October 19,42.04018,-74.11797
Bolton Landing Farmers' Market,5 Cross Street,Bolton,12814,http://www.boltonlandingfarmersmarket.com,Friday  9am-2pm,June 24-September 2,43.55744,-73.65727
Glens Falls Farmers' Market,25 South Street,Glens Falls,12801,http://www.gffma.com,Saturday  8am-12pm,May 7-October 29,43.3099,-73.64699
Landon Hill Estate Farm Farm Stand,95 Landon Hill Rd.,Chestertown,12817,http://landonhillestatefarm.com,Mon-Sat  10am-3pm,June 15-September 30,43.66217,-73.80349
North Creek Farmers' Market,112 Ski Bowl Rd.,North Creek,12853,http://www.northcreekfarmersmarket.com,Thursday  3pm-6pm,June 23-October 6,43.70036,-73.99126
Warrensburgh Riverfront Farmers' Market,River St and Commercial St,Warrensburg,12885,http://www.localharvest.org/warrensburgh-riverfront-farmers-market-M22857,Friday  3pm-6pm,May 27-October 7,43.48906,-73.77828
Cambridge Farmers' Market,4 West Main Street,Cambridge,12816,http://www.cambridgevalleyfarmersmarket.com,Sunday  10am-2pm,May 22-October 30,43.02848,-73.38146
Cambridge WINTER Farmers' Market,W  Main St. and Broad st.,Cambridge,12816,http://www.cambridgevalleyfarmersmarket.com/,Sunday  10am-2pm,Nov 6-Dec 18,43.028018,-73.381394
Fort Edward Farmers' Market,359 Broadway,Fort Edward,12828,,Friday  10am-1pm,June 10-October 28,43.28393,-73.58721
Granville Rt. 22 Farmers' Market,88 Quaker St,Granville,12832,,Monday  2pm-5pm,June 6-October 24,43.39845,-73.2658
Greenwich Farmers' Market,106 Main Street,Greenwich,12834,,Wednesday  3pm-6pm,May 4-October 26,43.08931,-73.49854
